image,vrai_label,prediction,confiance,methode,yolo_classe,yolo_confiance,ocr_medicament,ocr_confiance,dosage,latence_s,correct
rot_1781527998111.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,3.71,False
rot_IMG-20260612-WA0087.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CEFALOTINE PHARMA 1 G (IM - IV),0.71,ocr_seul,?,0.0,CEFALOTINE PHARMA 1 G (IM - IV),0.71,?,1.18,False
rot_1781527998761.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,4.12,False
orig_IMG-20260614-WA0021.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,?,1.47,False
rot_1781527997522.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PARASPHAN,0.62,ocr_seul,?,0.0,PARASPHAN,0.62,?,3.69,False
bruit_IMG-20260613-WA0051.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CLARADOL 500 X 16 COMP EFFE,0.71,ocr_seul,?,0.0,CLARADOL 500 X 16 COMP EFFE,0.71,?,1.09,False
rot_IMG-20260612-WA0237.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,BOX,0.772,I3.1,0.67,?,0.87,False
lum_IMG-20260612-WA0133.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.75,ocr_seul,?,0.0,I3.1,0.75,?,3.47,False
rot_WhatsApp Image 2026-06-12 at 15.07.35 (3).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE 500 MG 16 GEL. (H),1.0,ocr_seul,?,0.0,DOLIPRANE 500 MG 16 GEL. (H),1.0,500 mg,0.7,False
orig_IMG-20260614-WA0077.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.71,ocr_seul,BOX,0.67,"BC-F 8,4%",0.71,?,1.43,False
lum_IMG-20260614-WA0050.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZOMETA,0.83,ocr_seul,?,0.0,ZOMETA,0.83,?,1.59,False
bruit_IMG-20260612-WA0329.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TOBREX,1.0,ocr_seul,?,0.0,TOBREX,1.0,"0,3 %",3.59,False
orig_IMG-20260614-WA0005.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CLOMID,0.83,ocr_seul,BOX,0.408,CLOMID,0.83,?,4.81,False
bruit_IMG-20260612-WA0240.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AULIN,0.6,ocr_seul,?,0.0,AULIN,0.6,?,0.59,False
lum_1781527998551.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ADO 1000MG 90 CP,0.61,ocr_seul,?,0.0,ADO 1000MG 90 CP,0.61,5 %,3.65,False
lum_IMG-20260614-WA0033.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,144 g,1.99,False
orig_IMG-20260612-WA0129.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MANIEZ 24 B28 PACK 20+10,1.0,ocr_seul,BOX,0.586,MANIEZ 24 B28 PACK 20+10,1.0,?,3.25,False
rot_1781527996683.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.04,False
rot_1781527999110.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,5.44,False
rot_1781527997384.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NEOCORT,0.73,ocr_seul,?,0.0,NEOCORT,0.73,?,3.02,False
orig_1781527998886.jpg,PHOTOS MEDICAMENTS AUGMENTEES,UROXINE,0.77,ocr_seul,?,0.0,UROXINE,0.77,?,3.83,False
rot_IMG-20260612-WA0139.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,BOX,0.358,I3.1,0.67,?,3.83,False
bruit_IMG-20260612-WA0357.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.67,ocr_seul,?,0.0,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.67,?,2.78,False
lum_IMG-20260613-WA0051.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZOLADEX 10.8MG IMPLANT INJ,0.8,ocr_seul,?,0.0,ZOLADEX 10.8MG IMPLANT INJ,0.8,?,1.0,False
lum_WhatsApp Image 2026-06-12 at 15.07.34 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,DICLOMAX,0.75,ocr_seul,BOX,0.544,DICLOMAX,0.75,50mg,1.59,False
orig_IMG-20260612-WA0159.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NEOMOX,0.872,accord_yolo_ocr,BOX,0.545,NEOMOX,1.0,?,1.19,False
rot_IMG-20260614-WA0026.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,1.13,False
rot_IMG-20260612-WA0074.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ARGO,1.0,ocr_seul,BOX,0.792,ARGO,1.0,?,1.76,False
rot_1781527997165.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OLIPLAT,0.67,ocr_seul,?,0.0,OLIPLAT,0.67,200/6,3.75,False
lum_IMG-20260614-WA0071.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LANTUS,0.83,ocr_seul,?,0.0,LANTUS,0.83,?,1.68,False
orig_IMG-20260612-WA0148.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SPIRIVA,0.83,ocr_seul,BOX,0.797,SPIRIVA,0.83,?,0.97,False
rot_IMG-20260612-WA0076.jpg,PHOTOS MEDICAMENTS AUGMENTEES,BOX,0.48,yolo_fallback,BOX,0.48,?,0.0,?,0.92,False
lum_1781527997870.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.89,False
lum_IMG-20260612-WA0088.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SK-F 12,0.73,ocr_seul,BOX,0.414,SK-F 12,0.73,?,2.2,False
rot_1781527996492.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.64,ocr_seul,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.64,?,3.45,False
lum_1781527998614.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CEFALOTINE PHARMA 1 G (IM - IV),0.64,ocr_seul,?,0.0,CEFALOTINE PHARMA 1 G (IM - IV),0.64,1 /0,3.43,False
rot_IMG-20260613-WA0049.jpg,PHOTOS MEDICAMENTS AUGMENTEES,GLUCONATE DE CALCIUM 10 % PROAMP,0.71,ocr_seul,BOX,0.534,GLUCONATE DE CALCIUM 10 % PROAMP,0.71,?,1.63,False
rot_IMG-20260614-WA0016.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CINET,0.8,ocr_seul,?,0.0,CINET,0.8,?,1.88,False
lum_IMG-20260612-WA0346.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EOSINE AQUEUSE,1.0,ocr_seul,BOX,0.643,EOSINE AQUEUSE,1.0,2%,3.08,False
bruit_1781527999063.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.86,False
orig_1781527996589.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OSPEN,0.75,ocr_seul,?,0.0,OSPEN,0.75,?,3.17,False
lum_IMG-20260614-WA0021.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,?,1.54,False
orig_1781527998180.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CHLORURE DE SODIUM 0.9% SOTHEMA,0.6,ocr_seul,?,0.0,CHLORURE DE SODIUM 0.9% SOTHEMA,0.6,?,3.07,False
bruit_IMG-20260614-WA0075.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DAILY GÉ,0.88,ocr_seul,?,0.0,DAILY GÉ,0.88,?,1.37,False
bruit_IMG-20260614-WA0065.jpg,PHOTOS MEDICAMENTS AUGMENTEES,INDOLAN 25MG BTE 30 GELULES (H),0.75,ocr_seul,?,0.0,INDOLAN 25MG BTE 30 GELULES (H),0.75,?,0.87,False
rot_IMG-20260614-WA0039.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OLMETEC,0.86,ocr_seul,BOX,0.764,OLMETEC,0.86,15 ml,1.15,False
orig_1781527999048.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PROCLOR,0.86,ocr_seul,?,0.0,PROCLOR,0.86,?,3.73,False
bruit_1781527996683.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.18,False
orig_1781527998776.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TEGUMA B/7 CP (E),0.67,ocr_seul,?,0.0,TEGUMA B/7 CP (E),0.67,7/ 4,3.12,False
lum_1781527998386.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AZOLE 4%,1.0,ocr_seul,?,0.0,AZOLE 4%,1.0,4099 g,7.12,False
rot_IMG-20260614-WA0040.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.59,ocr_fallback,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.59,?,2.07,False
rot_IMG-20260612-WA0090.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.62,ocr_seul,?,0.0,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.62,?,1.44,False
bruit_IMG-20260612-WA0092.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PECTRYL,0.86,ocr_seul,?,0.0,PECTRYL,0.86,?,1.52,False
rot_1781527997852.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.87,False
orig_1781527998968.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.06,False
rot_IMG-20260612-WA0042(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ARGO,0.75,ocr_seul,BOX,0.73,ARGO,0.75,200/6,1.49,False
rot_IMG-20260614-WA0042.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DILATOR,1.0,ocr_seul,?,0.0,DILATOR,1.0,?,0.92,False
lum_WhatsApp Image 2026-06-12 at 15.07.34 (3).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SPIRIVA,0.83,ocr_seul,BOX,0.763,SPIRIVA,0.83,?,1.02,False
bruit_WhatsApp Image 2026-06-12 at 15.07.34 (8).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,NICOPASS 1.5 MG SANS SUCRE REGLISSE MENTHE,0.67,ocr_seul,?,0.0,NICOPASS 1.5 MG SANS SUCRE REGLISSE MENTHE,0.67,?,0.78,False
orig_1781527997276.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.87,False
lum_IMG-20260614-WA0053.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VALIUM,0.83,ocr_seul,?,0.0,VALIUM,0.83,?,1.36,False
rot_IMG-20260614-WA0033.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,?,2.13,False
bruit_IMG-20260612-WA0089.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.71,ocr_seul,?,0.0,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.71,?,1.76,False
orig_1781527998078.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,3.95,False
orig_1781527998009.jpg,PHOTOS MEDICAMENTS AUGMENTEES,G-WARTS 5% CR 12 STS,0.58,ocr_fallback,?,0.0,G-WARTS 5% CR 12 STS,0.58,?,3.47,False
bruit_IMG-20260612-WA0238.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,0.46,False
bruit_1781527996928.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE 1000MG,1.0,ocr_seul,?,0.0,DOLIPRANE 1000MG,1.0,?,3.4,False
bruit_IMG-20260614-WA0031.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AULIN,0.8,ocr_seul,?,0.0,AULIN,0.8,?,1.33,False
bruit_IMG-20260612-WA0282.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ESAC 20 MG,0.8,ocr_seul,?,0.0,ESAC 20 MG,0.8,200 mg,5.64,False
bruit_IMG-20260612-WA0279.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CETAMYL,1.0,ocr_seul,?,0.0,CETAMYL,1.0,1000 mg,2.81,False
rot_1781527999032.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NONAN,0.8,ocr_seul,?,0.0,NONAN,0.8,?,3.49,False
lum_1781268751929.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SK-F 203,0.62,ocr_seul,?,0.0,SK-F 203,0.62,?,4.44,False
orig_1781268751657.jpg,PHOTOS MEDICAMENTS AUGMENTEES,IDEOS,0.89,ocr_seul,?,0.0,IDEOS,0.89,?,4.31,False
orig_WhatsApp Image 2026-06-12 at 15.06.18 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SYNTHOL,0.6,ocr_seul,BOX,0.487,SYNTHOL,0.6,1 %,1.34,False
rot_IMG-20260614-WA0051.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LOVENOX,0.86,ocr_seul,?,0.0,LOVENOX,0.86,?,1.87,False
bruit_IMG-20260614-WA0027.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.74,ocr_seul,?,0.0,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.74,?,0.89,False
rot_IMG-20260612-WA0261.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE,1.0,ocr_seul,BOX,0.372,DOLIPRANE,1.0,?,0.92,False
lum_IMG-20260612-WA0075.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.67,ocr_seul,?,0.0,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.67,?,0.86,False
bruit_WhatsApp Image 2026-06-12 at 15.07.34 (4).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SK-F 12,0.86,ocr_seul,?,0.0,SK-F 12,0.86,?,2.34,False
bruit_IMG-20260614-WA0007.jpg,PHOTOS MEDICAMENTS AUGMENTEES,COMBIGAN 0.2% 0.5% COLLYRE 5M,0.78,ocr_seul,?,0.0,COMBIGAN 0.2% 0.5% COLLYRE 5M,0.78,?,1.04,False
orig_1781527998951.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZINNAT,0.8,ocr_seul,?,0.0,ZINNAT,0.8,?,3.74,False
lum_IMG-20260612-WA0186.jpg,PHOTOS MEDICAMENTS AUGMENTEES,HYDREA,0.83,ocr_seul,BOX,0.488,HYDREA,0.83,?,4.54,False
rot_1781527998009.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.57,ocr_fallback,?,0.0,"BC-F 8,4%",0.57,?,3.73,False
lum_IMG-20260612-WA0024(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOCLAV,1.0,ocr_seul,BOX,0.352,SOCLAV,1.0,8/1 %,2.17,False
rot_1781527997589.jpg,PHOTOS MEDICAMENTS AUGMENTEES,BLUCIN,0.67,ocr_seul,?,0.0,BLUCIN,0.67,?,4.62,False
rot_IMG-20260612-WA0120.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NO-SPA,0.67,ocr_seul,?,0.0,NO-SPA,0.67,?,3.48,False
bruit_1781268751929.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.57,ocr_fallback,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.57,?,4.56,False
bruit_IMG-20260613-WA0048.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RECORMON 3000UI BTE /6 SGUES,0.71,ocr_seul,?,0.0,RECORMON 3000UI BTE /6 SGUES,0.71,6 g,1.38,False
orig_WhatsApp Image 2026-06-12 at 15.06.19 (7).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,NIDAZOL,1.0,ocr_seul,BOX,0.749,NIDAZOL,1.0,1500000 ui,1.77,False
bruit_IMG-20260612-WA0348.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ULCEMAT,0.86,ocr_seul,?,0.0,ULCEMAT,0.86,?,3.15,False
rot_IMG-20260612-WA0230.jpg,PHOTOS MEDICAMENTS AUGMENTEES,BOX,0.446,yolo_fallback,BOX,0.446,?,0.0,33 / 5,5.97,False
orig_IMG-20260612-WA0354.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.62,ocr_seul,?,0.0,"BC-F 8,4%",0.62,8 g,5.77,False
rot_IMG-20260612-WA0030(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ISONE,0.8,ocr_seul,BOX,0.713,ISONE,0.8,?,1.51,False
orig_IMG-20260614-WA0045.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OSPEN,0.8,ocr_seul,BOX,0.731,OSPEN,0.8,?,0.82,False
lum_IMG-20260614-WA0066.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,1.3,False
bruit_1781527997384.jpg,PHOTOS MEDICAMENTS AUGMENTEES,URGOCOR CORICIDE,0.83,ocr_seul,?,0.0,URGOCOR CORICIDE,0.83,?,3.49,False
lum_IMG-20260612-WA0327.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,3.02,False
lum_1781527997480.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXFORGE 5 MG/80 MG,1.0,ocr_seul,?,0.0,EXFORGE 5 MG/80 MG,1.0,?,3.21,False
lum_1781527998699.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,3.54,False
lum_1781527996543.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VENTOLINE,0.89,ocr_seul,?,0.0,VENTOLINE,0.89,9/1,3.19,False
rot_IMG-20260612-WA0234.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LOCACID,0.86,ocr_seul,?,0.0,LOCACID,0.86,?,6.06,False
bruit_IMG-20260614-WA0013.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PHARMATEX,0.78,ocr_seul,?,0.0,PHARMATEX,0.78,?,0.96,False
rot_1781527997363.jpg,PHOTOS MEDICAMENTS AUGMENTEES,S-CORT 20 MG,0.74,ocr_seul,?,0.0,S-CORT 20 MG,0.74,?,3.09,False
rot_WhatsApp Image 2026-06-12 at 15.06.18.jpeg,PHOTOS MEDICAMENTS AUGMENTEES,ACNO 10 MG,0.62,ocr_seul,?,0.0,ACNO 10 MG,0.62,?,1.3,False
orig_1781527999237.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ACNO 30 MG,0.7,ocr_seul,?,0.0,ACNO 30 MG,0.7,30 mg,3.28,False
lum_1781527997814.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CLENIL FORT SPRAY 200 DOS. 0%,0.8,ocr_seul,?,0.0,CLENIL FORT SPRAY 200 DOS. 0%,0.8,?,3.01,False
orig_1781527997253.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MANIEZ 24 B28 PACK 20+10,0.89,ocr_seul,?,0.0,MANIEZ 24 B28 PACK 20+10,0.89,?,3.7,False
orig_IMG-20260614-WA0068.jpg,PHOTOS MEDICAMENTS AUGMENTEES,FORTRANS,0.75,ocr_seul,BOX,0.798,FORTRANS,0.75,?,1.65,False
bruit_1781527998420.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AMLOR,0.8,ocr_seul,?,0.0,AMLOR,0.8,?,3.73,False
lum_IMG-20260612-WA0132(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.62,ocr_seul,?,0.0,"BC-F 8,4%",0.62,?,4.1,False
bruit_IMG-20260612-WA0091.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLI,0.75,ocr_seul,?,0.0,DOLI,0.75,?,1.66,False
orig_IMG-20260614-WA0038.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AMAREL,0.83,ocr_seul,?,0.0,AMAREL,0.83,?,2.09,False
orig_1781527998837.jpg,PHOTOS MEDICAMENTS AUGMENTEES,FCB12 /30 GEL.,0.6,ocr_seul,?,0.0,FCB12 /30 GEL.,0.6,?,4.47,False
rot_1781527998650.jpg,PHOTOS MEDICAMENTS AUGMENTEES,GLUCONATE DE CALCIUM 10 % PROAMP,0.71,ocr_seul,?,0.0,GLUCONATE DE CALCIUM 10 % PROAMP,0.71,?,3.36,False
bruit_IMG-20260614-WA0035.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MOPRAL,0.83,ocr_seul,?,0.0,MOPRAL,0.83,?,2.89,False
lum_1781268752251.jpg,PHOTOS MEDICAMENTS AUGMENTEES,FENAC,1.0,ocr_seul,BOX,0.432,FENAC,1.0,02/28,1.68,False
lum_IMG-20260612-WA0034(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ANTIBIO SYNALAR GOUTTES AURICU,0.97,ocr_seul,BOX,0.687,ANTIBIO SYNALAR GOUTTES AURICU,0.97,10 ml,1.1,False
rot_WhatsApp Image 2026-06-12 at 15.06.53 (2).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,GEMCITABINE HOSPIRA 1 G,0.89,ocr_seul,?,0.0,GEMCITABINE HOSPIRA 1 G,0.89,1 g,1.07,False
bruit_1781527999237.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CINET,0.75,ocr_seul,?,0.0,CINET,0.75,?,3.72,False
bruit_1781527998918.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CINET,0.75,ocr_seul,?,0.0,CINET,0.75,?,3.55,False
rot_IMG-20260614-WA0005.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,?,4.91,False
orig_IMG-20260612-WA0133.jpg,PHOTOS MEDICAMENTS AUGMENTEES,BROPDEX 0.3G/0.1G 10ML,0.78,ocr_seul,?,0.0,BROPDEX 0.3G/0.1G 10ML,0.78,?,3.45,False
lum_IMG-20260614-WA0061.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AULIN,0.75,ocr_seul,?,0.0,AULIN,0.75,?,0.98,False
rot_1781527996543.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VENTOLINE,0.89,ocr_seul,?,0.0,VENTOLINE,0.89,?,3.17,False
lum_IMG-20260614-WA0016.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CINET,0.8,ocr_seul,?,0.0,CINET,0.8,1409 g,1.89,False
lum_IMG-20260612-WA0199.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ACTI-5,0.67,ocr_seul,?,0.0,ACTI-5,0.67,?,1.09,False
bruit_IMG-20260614-WA0018.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LIFONGID CREME T/30 (E),0.89,ocr_seul,?,0.0,LIFONGID CREME T/30 (E),0.89,?,1.18,False
rot_1781527999063.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE 1000MG,1.0,ocr_seul,?,0.0,DOLIPRANE 1000MG,1.0,?,3.27,False
bruit_IMG-20260612-WA0237.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ATARAX,0.83,ocr_seul,?,0.0,ATARAX,0.83,?,0.78,False
bruit_IMG-20260614-WA0055.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZOMIG,0.8,ocr_seul,?,0.0,ZOMIG,0.8,?,4.06,False
orig_1781527998452.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AZOLE 4%,1.0,ocr_seul,?,0.0,AZOLE 4%,1.0,409 g,8.1,False
lum_IMG-20260612-WA0274.jpg,PHOTOS MEDICAMENTS AUGMENTEES,FOLIFER,1.0,ocr_seul,?,0.0,FOLIFER,1.0,٢9 mg,2.92,False
bruit_1781527998533.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"INNOHEP 14 000 UI ANTI-XA/0,7 ML",1.0,ocr_seul,?,0.0,"INNOHEP 14 000 UI ANTI-XA/0,7 ML",1.0,?,3.51,False
bruit_1781527997188.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.39,False
rot_IMG-20260612-WA0265.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CLOPRAME,0.75,ocr_seul,BOX,0.728,CLOPRAME,0.75,?,4.32,False
bruit_WhatsApp Image 2026-06-12 at 15.06.52.jpeg,PHOTOS MEDICAMENTS AUGMENTEES,RABIPUR,0.71,ocr_seul,?,0.0,RABIPUR,0.71,?,1.11,False
lum_1781527999281.jpg,PHOTOS MEDICAMENTS AUGMENTEES,URBANYL,0.73,ocr_seul,?,0.0,URBANYL,0.73,?,1.53,False
bruit_1781527997212.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXFORGE 5 MG/80 MG,1.0,ocr_seul,?,0.0,EXFORGE 5 MG/80 MG,1.0,?,3.59,False
bruit_IMG-20260614-WA0021.jpg,PHOTOS MEDICAMENTS AUGMENTEES,FEBREX,0.55,ocr_fallback,?,0.0,FEBREX,0.55,?,0.74,False
bruit_IMG-20260614-WA0053.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VALIUM,0.83,ocr_seul,?,0.0,VALIUM,0.83,?,1.53,False
lum_1781527998776.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.83,ocr_seul,?,0.0,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.83,?,3.36,False
lum_1781527999142.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.06,False
bruit_1781527997231.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CIPROFLOXACINE WIN 250 MG,1.0,ocr_seul,?,0.0,CIPROFLOXACINE WIN 250 MG,1.0,?,3.59,False
rot_IMG-20260612-WA0026(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,INDOLAN,1.0,ocr_seul,BOX,0.782,INDOLAN,1.0,?,1.15,False
lum_IMG-20260614-WA0055.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CETIRAL,0.86,ocr_seul,?,0.0,CETIRAL,0.86,?,4.46,False
lum_IMG-20260612-WA0125.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLI,1.0,ocr_seul,?,0.0,DOLI,1.0,500/200/25 mg,4.08,False
bruit_1781527998128.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.27,False
